RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,AgeGroup,Password,Email,Role
3015,15679297,Volkova,628,Spain,0,43,3,184926.61,1,1,0,3,0,6,1234,b02b_15679297@gmail.com,ROLE_USER
3016,15591433,Miles,674,Germany,0,43,8,85957.88,2,1,0,1,0,6,1234,a025_15591433@gmail.com,ROLE_USER
3017,15642725,Madison,797,France,0,32,10,114084.6,1,0,1,3,0,5,1234,8535_15642725@gmail.com,ROLE_USER
3018,15701962,Scott,590,Spain,1,29,2,166930.76,2,1,0,3,0,5,1234,b6f9_15701962@gmail.com,ROLE_USER
3019,15811613,Voss,588,France,1,27,8,0.0,1,1,0,1,0,5,1234,b994_15811613@gmail.com,ROLE_USER
3020,15741049,Colebatch,577,France,0,29,7,0.0,2,1,1,2,0,5,1234,9145_15741049@gmail.com,ROLE_USER
3021,15724423,Wilson,571,France,1,38,6,107193.82,2,0,0,1,0,6,1234,a58b_15724423@gmail.com,ROLE_USER
3022,15574305,T'ang,680,France,0,36,3,116275.12,1,1,1,2,0,6,1234,a97e_15574305@gmail.com,ROLE_USER
3023,15678168,Gibson,648,Spain,1,27,7,0.0,2,1,1,4,0,5,1234,af65_15678168@gmail.com,ROLE_USER
3024,15697020,Hs?eh,618,France,0,39,2,91068.56,1,1,0,1,0,6,1234,8c5c_15697020@gmail.com,ROLE_USER
3025,15610801,Pan,648,Germany,0,41,5,123049.21,1,0,1,1,0,6,1234,a79d_15610801@gmail.com,ROLE_USER
3026,15745232,Chikelu,759,France,1,39,6,0.0,2,1,1,3,0,6,1234,b759_15745232@gmail.com,ROLE_USER
3027,15722758,Allan,585,France,0,40,7,0.0,2,0,0,3,0,6,1234,bdf9_15722758@gmail.com,ROLE_USER
3028,15792102,Yefremova,774,France,1,42,3,137781.65,1,0,0,4,0,6,1234,a37e_15792102@gmail.com,ROLE_USER
3029,15675185,Chuang,697,Germany,1,48,2,108128.96,2,1,1,3,0,6,1234,a09d_15675185@gmail.com,ROLE_USER
3030,15801247,Fan,605,Spain,0,39,10,105317.73,2,1,0,3,0,6,1234,a3ba_15801247@gmail.com,ROLE_USER
3031,15725660,Dellucci,676,France,0,20,1,80569.73,1,0,0,2,0,4,1234,8018_15725660@gmail.com,ROLE_USER
3032,15638963,Garran,678,France,1,22,4,174852.89,1,1,1,1,0,4,1234,be79_15638963@gmail.com,ROLE_USER
3033,15800061,Moretti,495,Spain,1,45,3,89158.94,3,1,0,3,1,6,1234,a5b8_15800061@gmail.com,ROLE_USER
3034,15578006,Yao,787,France,1,85,10,0.0,2,1,1,3,0,7,1234,9525_15578006@gmail.com,ROLE_USER
3035,15668504,Lucchesi,770,France,0,36,2,89800.14,1,1,1,3,0,6,1234,89ca_15668504@gmail.com,ROLE_USER
3036,15687491,Nkemdilim,817,Germany,0,45,9,101207.75,1,0,0,2,1,6,1234,b39c_15687491@gmail.com,ROLE_USER
3037,15610403,Anderson,659,France,0,43,1,106086.42,2,1,0,1,0,6,1234,bc19_15610403@gmail.com,ROLE_USER
3038,15741094,Sagese,693,France,0,21,1,0.0,2,1,1,1,0,4,1234,9421_15741094@gmail.com,ROLE_USER
3039,15807909,Rubensohn,744,France,0,47,9,0.0,2,1,0,3,0,6,1234,b8b6_15807909@gmail.com,ROLE_USER
3040,15666141,Baldwin,829,Spain,1,26,8,101440.36,2,1,1,1,0,5,1234,87e2_15666141@gmail.com,ROLE_USER
3041,15617134,Iqbal,716,France,0,38,4,0.0,2,1,0,4,0,6,1234,9105_15617134@gmail.com,ROLE_USER
3042,15783029,Monaldo,671,France,0,34,7,106603.74,2,1,1,1,0,5,1234,b06c_15783029@gmail.com,ROLE_USER
3043,15622833,Mahon,835,Germany,1,29,10,130420.2,2,0,0,3,0,5,1234,a53f_15622833@gmail.com,ROLE_USER
3044,15746422,Muir,636,France,1,38,1,0.0,1,1,0,1,0,6,1234,81b4_15746422@gmail.com,ROLE_USER
3045,15750839,Burns,649,Spain,0,29,2,45022.23,1,1,1,4,0,5,1234,a1de_15750839@gmail.com,ROLE_USER
3046,15749130,Dyer,621,Germany,0,27,1,74298.43,1,1,1,2,0,5,1234,b5b2_15749130@gmail.com,ROLE_USER
3047,15779862,Lyons,658,Germany,1,31,3,133003.03,1,0,1,3,1,5,1234,98ea_15779862@gmail.com,ROLE_USER
3048,15767871,H?,784,Spain,0,48,7,0.0,2,1,1,4,0,6,1234,8335_15767871@gmail.com,ROLE_USER
3049,15679651,Gardiner,783,Spain,1,37,1,136689.66,1,1,0,4,0,6,1234,88cc_15679651@gmail.com,ROLE_USER
3050,15576219,Cameron,615,France,0,32,4,0.0,2,1,1,1,0,5,1234,8445_15576219@gmail.com,ROLE_USER
3051,15699247,Chapman,791,France,1,44,5,0.0,2,1,1,3,1,6,1234,9aea_15699247@gmail.com,ROLE_USER
3052,15619087,Taylor,762,France,0,53,1,102520.37,1,1,1,4,0,6,1234,ab57_15619087@gmail.com,ROLE_USER
3053,15605327,Namatjira,607,France,0,35,2,0.0,2,1,1,3,0,5,1234,92ab_15605327@gmail.com,ROLE_USER
3054,15610140,He,601,France,1,34,5,0.0,2,1,0,1,0,5,1234,b305_15610140@gmail.com,ROLE_USER
3055,15791174,Leibius,540,Spain,0,67,1,88382.01,1,0,1,2,0,7,1234,850d_15791174@gmail.com,ROLE_USER
3056,15602373,White,812,France,0,44,4,115049.15,2,1,0,4,0,6,1234,b26b_15602373@gmail.com,ROLE_USER
3057,15762605,Wall,685,France,0,58,1,104796.54,1,1,1,4,0,6,1234,b367_15762605@gmail.com,ROLE_USER
3058,15598840,Moretti,680,France,0,33,1,123082.08,1,1,0,3,0,5,1234,acd8_15598840@gmail.com,ROLE_USER
3059,15744279,Patterson,680,Spain,1,58,8,0.0,2,1,1,2,0,6,1234,817a_15744279@gmail.com,ROLE_USER
3060,15670619,Coppin,631,France,1,33,8,0.0,2,0,0,3,0,5,1234,b24f_15670619@gmail.com,ROLE_USER
3061,15599533,Tsao,569,France,1,43,7,0.0,2,1,1,2,0,6,1234,b265_15599533@gmail.com,ROLE_USER
3062,15757837,Kao,584,Germany,0,33,3,88311.48,2,1,1,4,0,5,1234,aba5_15757837@gmail.com,ROLE_USER
3063,15697574,Stewart,582,France,1,40,9,0.0,3,1,1,2,0,6,1234,8e64_15697574@gmail.com,ROLE_USER
3064,15578738,Tuan,609,France,0,32,7,71872.19,1,1,1,4,0,5,1234,9fbb_15578738@gmail.com,ROLE_USER
3065,15762228,Barnes,506,Spain,0,35,6,110046.93,2,1,0,1,0,5,1234,a664_15762228@gmail.com,ROLE_USER
3066,15614827,Sun,503,France,0,42,8,104430.08,1,1,1,3,0,6,1234,9481_15614827@gmail.com,ROLE_USER
3067,15789815,Fallaci,503,France,1,28,5,0.0,2,1,0,3,0,5,1234,a5c0_15789815@gmail.com,ROLE_USER
3068,15579781,Buccho,806,Germany,0,31,10,138653.51,1,1,0,4,0,5,1234,9931_15579781@gmail.com,ROLE_USER
3069,15587013,Tien,653,France,1,31,7,102575.04,1,1,1,1,0,5,1234,a95b_15587013@gmail.com,ROLE_USER
3070,15570932,Pirozzi,666,France,0,43,7,137780.74,2,1,1,3,1,6,1234,86c8_15570932@gmail.com,ROLE_USER
3071,15794661,Liu,674,Spain,0,32,2,0.0,2,1,0,3,0,5,1234,ac97_15794661@gmail.com,ROLE_USER
3072,15581654,Long,798,France,0,32,7,0.0,2,0,1,1,0,5,1234,b804_15581654@gmail.com,ROLE_USER
3073,15644296,Scott,740,France,1,30,8,105209.54,1,1,0,1,0,5,1234,b690_15644296@gmail.com,ROLE_USER
3074,15614420,Gerasimova,531,Germany,1,32,0,109570.21,2,1,1,4,0,5,1234,8545_15614420@gmail.com,ROLE_USER
3075,15609653,Ifeatu,614,Germany,1,44,6,118715.86,1,1,0,3,1,6,1234,b6be_15609653@gmail.com,ROLE_USER
3076,15594577,De Luca,556,France,0,35,10,0.0,2,1,1,4,0,5,1234,8c90_15594577@gmail.com,ROLE_USER
3077,15584114,Ogbonnaya,678,Germany,1,43,2,153393.18,2,1,1,4,0,6,1234,ad2a_15584114@gmail.com,ROLE_USER
3078,15673367,Humffray,587,Germany,0,33,6,132603.36,1,1,0,2,0,5,1234,b1d5_15673367@gmail.com,ROLE_USER
3079,15685576,Degtyaryov,527,Spain,1,36,6,0.0,2,1,1,3,0,6,1234,b7af_15685576@gmail.com,ROLE_USER
3080,15774727,Monaldo,757,Germany,1,34,1,129398.01,2,0,0,1,0,5,1234,8a32_15774727@gmail.com,ROLE_USER
3081,15694288,Cawthorne,468,Spain,0,28,3,0.0,2,1,0,4,0,5,1234,b197_15694288@gmail.com,ROLE_USER
3082,15603319,Graham,693,France,0,29,2,151352.74,1,0,0,4,0,5,1234,8bb1_15603319@gmail.com,ROLE_USER
3083,15759066,Carpenter,483,France,1,44,5,136836.49,1,1,0,4,1,6,1234,9307_15759066@gmail.com,ROLE_USER
3084,15814816,Kambinachi,466,France,0,40,4,91592.06,1,1,0,3,1,6,1234,ab8e_15814816@gmail.com,ROLE_USER
3085,15724402,Tyler,770,France,1,30,8,0.0,2,1,0,3,0,5,1234,a130_15724402@gmail.com,ROLE_USER
3086,15571059,Martin,734,France,1,54,3,0.0,1,1,0,3,1,6,1234,9d1f_15571059@gmail.com,ROLE_USER
3087,15674206,Walker,716,France,1,22,8,0.0,2,1,1,2,0,4,1234,b61d_15674206@gmail.com,ROLE_USER
3088,15715160,Khan,439,France,0,36,2,165536.28,2,1,1,3,0,6,1234,8a57_15715160@gmail.com,ROLE_USER
3089,15730448,Iroawuchi,538,Germany,0,25,5,62482.95,1,1,1,3,0,5,1234,8e66_15730448@gmail.com,ROLE_USER
3090,15662067,Summers,743,France,0,40,8,68155.59,1,1,0,2,0,6,1234,aa39_15662067@gmail.com,ROLE_USER
3091,15779581,Bottrill,734,Spain,1,43,3,55853.33,2,0,1,2,1,6,1234,bc11_15779581@gmail.com,ROLE_USER
3092,15662901,Hu,656,France,0,37,2,0.0,2,0,1,2,0,6,1234,a95f_15662901@gmail.com,ROLE_USER
3093,15689751,Jones,666,France,1,31,2,79589.43,1,0,0,1,0,5,1234,9185_15689751@gmail.com,ROLE_USER
3094,15667742,Vincent,627,Spain,0,41,5,100880.76,1,0,1,3,0,6,1234,95ec_15667742@gmail.com,ROLE_USER
3095,15738448,Sanford,480,Germany,1,25,3,174330.35,2,0,0,4,0,5,1234,b192_15738448@gmail.com,ROLE_USER
3096,15680243,Brown,792,France,0,19,7,143390.51,1,1,0,1,0,4,1234,988a_15680243@gmail.com,ROLE_USER
3097,15745083,Lei,613,Germany,0,59,8,91415.76,1,0,0,1,1,6,1234,9384_15745083@gmail.com,ROLE_USER
3098,15708228,Toscani,476,Germany,0,30,3,134366.42,1,1,0,2,0,5,1234,b2cd_15708228@gmail.com,ROLE_USER
3099,15628523,Chien,539,France,1,24,3,0.0,2,1,1,4,0,4,1234,a9f6_15628523@gmail.com,ROLE_USER
3100,15708196,Uchenna,696,Spain,0,60,8,88786.81,1,1,1,4,0,6,1234,8178_15708196@gmail.com,ROLE_USER
3101,15735549,Lori,810,Germany,0,35,3,96814.46,2,1,1,3,0,5,1234,b70f_15735549@gmail.com,ROLE_USER
3102,15809347,Fanucci,763,Germany,0,32,9,160680.41,1,1,0,1,0,5,1234,b637_15809347@gmail.com,ROLE_USER
3103,15660866,Chimaobim,640,France,1,29,3,0.0,2,1,0,1,0,5,1234,abc9_15660866@gmail.com,ROLE_USER
3104,15766609,Jowers,655,France,1,47,10,0.0,2,1,0,4,0,6,1234,a66b_15766609@gmail.com,ROLE_USER
3105,15654230,Miller,526,Germany,0,31,5,145537.21,1,1,0,3,0,5,1234,974b_15654230@gmail.com,ROLE_USER
3106,15794566,Kirsova,678,France,1,28,4,0.0,2,1,1,3,1,5,1234,bb41_15794566@gmail.com,ROLE_USER
3107,15800890,T'ien,554,France,1,45,6,0.0,2,1,1,4,0,6,1234,8594_15800890@gmail.com,ROLE_USER
3108,15697424,Ku,597,Spain,1,30,2,119370.11,1,1,1,4,1,5,1234,ba68_15697424@gmail.com,ROLE_USER
3109,15724536,Chin,560,Spain,1,28,1,0.0,2,1,1,3,0,5,1234,a0c4_15724536@gmail.com,ROLE_USER
3110,15735878,Law,850,Germany,1,47,10,134381.52,1,0,0,1,1,6,1234,adc5_15735878@gmail.com,ROLE_USER
3111,15707596,Chung,546,Germany,1,74,8,114888.74,2,1,1,2,1,7,1234,915e_15707596@gmail.com,ROLE_USER
3112,15657163,Cockrum,623,Germany,0,42,1,149332.48,2,1,0,3,0,6,1234,9e74_15657163@gmail.com,ROLE_USER
3113,15622478,Greaves,698,France,1,40,7,105061.74,3,1,0,3,1,6,1234,b529_15622478@gmail.com,ROLE_USER
3114,15779529,Grant,620,France,0,32,7,0.0,2,1,1,1,0,5,1234,9982_15779529@gmail.com,ROLE_USER
3115,15636023,O'Donnell,619,France,1,40,10,0.0,1,1,1,3,1,6,1234,b54b_15636023@gmail.com,ROLE_USER
3116,15582066,Maclean,561,France,0,21,4,0.0,1,1,1,1,0,4,1234,a318_15582066@gmail.com,ROLE_USER
3117,15666675,Hsieh,753,France,1,39,7,155062.8,1,1,1,1,0,6,1234,a1bd_15666675@gmail.com,ROLE_USER
3118,15732987,Hs?,721,Spain,0,43,3,88798.34,1,0,0,1,0,6,1234,ae57_15732987@gmail.com,ROLE_USER
3119,15789432,Mazzanti,451,France,0,33,6,0.0,2,1,0,4,0,5,1234,9a54_15789432@gmail.com,ROLE_USER
3120,15663161,Chiu,680,Germany,1,51,5,143139.87,1,0,0,1,1,6,1234,b8c0_15663161@gmail.com,ROLE_USER
3121,15694879,Reeves,590,Spain,1,23,7,0.0,2,1,0,4,0,4,1234,b61a_15694879@gmail.com,ROLE_USER
3122,15593715,Castiglione,634,Germany,0,27,3,107027.52,1,1,0,4,0,5,1234,ba43_15593715@gmail.com,ROLE_USER
3123,15575002,Ferguson,676,France,0,29,4,140720.93,1,1,0,1,0,5,1234,b18c_15575002@gmail.com,ROLE_USER
3124,15622171,Nnamdi,642,France,0,30,8,80964.57,2,1,0,4,0,5,1234,9180_15622171@gmail.com,ROLE_USER
3125,15795224,Wu,760,France,0,39,6,178585.46,1,1,0,2,1,6,1234,a3c9_15795224@gmail.com,ROLE_USER
3126,15685346,Chu,736,Spain,1,26,4,135889.13,1,1,1,4,0,5,1234,837e_15685346@gmail.com,ROLE_USER
3127,15691808,King,656,France,0,43,7,134919.85,1,1,0,4,0,6,1234,b756_15691808@gmail.com,ROLE_USER
3128,15721007,Charlton,776,Germany,0,33,8,115130.34,1,0,0,3,1,5,1234,b1ec_15721007@gmail.com,ROLE_USER
3129,15794253,Marsh,832,Spain,1,34,6,138190.13,2,0,1,3,0,5,1234,951f_15794253@gmail.com,ROLE_USER
3130,15694453,Walker,631,Germany,0,37,9,131519.49,2,1,1,2,0,6,1234,b866_15694453@gmail.com,ROLE_USER
3131,15813113,Chang,795,Spain,1,56,5,0.0,1,1,0,1,1,6,1234,966c_15813113@gmail.com,ROLE_USER
3132,15614187,Pottinger,648,Germany,1,39,3,126935.98,2,0,1,2,0,6,1234,bea5_15614187@gmail.com,ROLE_USER
3133,15619407,Buckley,615,France,0,39,4,133707.09,1,1,1,3,0,6,1234,80e7_15619407@gmail.com,ROLE_USER
3134,15646227,Folliero,682,France,1,27,1,97893.2,1,1,0,4,0,5,1234,b34d_15646227@gmail.com,ROLE_USER
3135,15660541,Olisanugo,694,France,0,34,5,127900.03,1,1,0,3,0,5,1234,af80_15660541@gmail.com,ROLE_USER
3136,15753874,Kent,694,France,0,37,10,143835.47,1,0,1,1,0,6,1234,9c17_15753874@gmail.com,ROLE_USER
3137,15617877,Jessop,607,France,0,44,0,0.0,2,1,1,2,0,6,1234,9714_15617877@gmail.com,ROLE_USER
3138,15772073,Hodge,664,France,0,48,10,0.0,1,1,0,3,1,6,1234,9c21_15772073@gmail.com,ROLE_USER
3139,15701537,Ignatiev,756,France,0,60,2,0.0,1,1,1,4,1,6,1234,b50a_15701537@gmail.com,ROLE_USER
3140,15736228,Chambers,645,France,1,40,3,129596.77,1,1,1,3,0,6,1234,bd2f_15736228@gmail.com,ROLE_USER
3141,15780572,Mansom,653,Spain,0,30,4,0.0,2,1,0,3,0,5,1234,aaa0_15780572@gmail.com,ROLE_USER
3142,15769596,Yen,710,Germany,1,24,2,110407.44,2,0,0,1,1,4,1234,8740_15769596@gmail.com,ROLE_USER
3143,15586996,Azikiwe,697,France,1,76,7,0.0,2,0,1,4,0,7,1234,b14c_15586996@gmail.com,ROLE_USER
3144,15722061,Allen,619,Germany,1,41,8,142015.76,2,1,0,3,0,6,1234,a478_15722061@gmail.com,ROLE_USER
3145,15638003,Komarova,648,Spain,0,55,1,81370.07,1,0,1,4,0,6,1234,ac65_15638003@gmail.com,ROLE_USER
3146,15775590,Mackay,482,Germany,1,48,2,69329.47,1,0,0,3,1,6,1234,b465_15775590@gmail.com,ROLE_USER
3147,15730688,Yu,548,France,1,28,8,116755.5,2,1,1,4,1,5,1234,b1ba_15730688@gmail.com,ROLE_USER
3148,15753102,Curtis,752,Spain,0,44,6,83870.33,1,1,0,4,0,6,1234,9e96_15753102@gmail.com,ROLE_USER
3149,15810075,Fang,648,France,1,39,6,130694.89,2,1,1,4,1,6,1234,9996_15810075@gmail.com,ROLE_USER
3150,15723373,Page,643,Spain,1,34,8,117451.47,1,1,0,2,0,5,1234,8c63_15723373@gmail.com,ROLE_USER
3151,15795298,Olisaemeka,573,Germany,1,35,9,206868.78,2,0,1,3,0,5,1234,bbac_15795298@gmail.com,ROLE_USER
3152,15584320,Brennan,686,France,1,39,3,111695.62,1,0,0,3,0,6,1234,ac42_15584320@gmail.com,ROLE_USER
3153,15724161,Sutton,644,France,1,40,9,137285.26,4,1,0,2,1,6,1234,8b8c_15724161@gmail.com,ROLE_USER
3154,15750056,Hyde,702,France,1,29,6,149218.39,1,1,1,1,0,5,1234,b0e6_15750056@gmail.com,ROLE_USER
3155,15609637,Nkemakolam,652,France,0,51,7,0.0,2,0,1,1,0,6,1234,8da0_15609637@gmail.com,ROLE_USER
3156,15794493,Chimaijem,641,Spain,0,32,7,0.0,2,1,1,1,0,5,1234,8d22_15794493@gmail.com,ROLE_USER
3157,15569641,Sung,692,Germany,1,41,8,130701.29,1,1,0,2,1,6,1234,ab9a_15569641@gmail.com,ROLE_USER
3158,15815236,Chiganu,574,Spain,0,34,5,0.0,2,0,0,1,0,5,1234,8dcd_15815236@gmail.com,ROLE_USER
3159,15811177,Beneventi,643,France,1,31,3,167949.48,1,1,0,3,0,5,1234,a56b_15811177@gmail.com,ROLE_USER
3160,15680587,Esposito,834,France,0,23,4,131254.81,1,1,0,1,0,4,1234,a31f_15680587@gmail.com,ROLE_USER
3161,15672821,Owen,591,France,0,28,5,0.0,2,1,1,1,0,5,1234,a4e2_15672821@gmail.com,ROLE_USER
3162,15767681,Smalley,470,Spain,0,34,9,0.0,2,0,1,2,0,5,1234,b5dd_15767681@gmail.com,ROLE_USER
3163,15600379,Hsiung,608,Spain,0,34,7,86656.13,1,0,1,2,0,5,1234,9f0c_15600379@gmail.com,ROLE_USER
3164,15801336,Ch'ang,649,Germany,1,37,8,114737.26,1,1,1,3,1,6,1234,a00d_15801336@gmail.com,ROLE_USER
3165,15721592,Barton,665,France,1,38,5,0.0,2,1,0,4,0,6,1234,a641_15721592@gmail.com,ROLE_USER
3166,15581282,Lucchese,651,France,1,39,6,0.0,1,1,0,1,0,6,1234,aaf8_15581282@gmail.com,ROLE_USER
3167,15746203,Hsia,555,Germany,0,62,4,119817.33,1,0,1,1,1,7,1234,bd28_15746203@gmail.com,ROLE_USER
3168,15583137,Pope,637,France,1,48,7,130806.99,2,1,1,3,1,6,1234,8817_15583137@gmail.com,ROLE_USER
3169,15680752,Horrocks,675,France,1,49,0,0.0,1,1,1,2,1,6,1234,9174_15680752@gmail.com,ROLE_USER
3170,15688172,Tai,677,Spain,0,40,5,0.0,2,1,0,2,0,6,1234,9e54_15688172@gmail.com,ROLE_USER
3171,15791373,Chikezie,850,Germany,1,35,2,80931.75,1,0,0,1,1,5,1234,9816_15791373@gmail.com,ROLE_USER
3172,15589449,Frye,815,France,1,56,3,0.0,3,1,1,2,1,6,1234,8752_15589449@gmail.com,ROLE_USER
3173,15692819,Toscani,665,Germany,0,32,1,132178.67,1,0,0,1,0,5,1234,aaf7_15692819@gmail.com,ROLE_USER
3174,15727467,Mellor,485,France,1,27,3,0.0,2,1,0,3,0,5,1234,a4ac_15727467@gmail.com,ROLE_USER
3175,15734312,Kang,577,Spain,0,43,6,0.0,2,1,1,4,0,6,1234,98ad_15734312@gmail.com,ROLE_USER
3176,15764604,Sutherland,586,France,1,35,7,164769.02,3,1,0,3,1,5,1234,b1ce_15764604@gmail.com,ROLE_USER
3177,15613014,Hs?,722,Germany,0,29,1,107233.85,2,1,0,1,0,5,1234,b1d6_15613014@gmail.com,ROLE_USER
3178,15759684,Ting,528,France,1,27,7,176227.07,2,0,1,3,0,5,1234,b65c_15759684@gmail.com,ROLE_USER
3179,15609669,Chuang,542,France,1,39,4,109949.39,2,1,1,1,0,6,1234,a458_15609669@gmail.com,ROLE_USER
3180,15685536,Chu,552,France,1,34,5,0.0,2,1,1,1,0,5,1234,a6c0_15685536@gmail.com,ROLE_USER
3181,15750447,Ozoemena,678,France,1,60,10,117738.81,1,1,0,3,1,6,1234,8d41_15750447@gmail.com,ROLE_USER
3182,15663249,Howells,575,Spain,1,37,9,133292.45,1,1,0,3,0,6,1234,874e_15663249@gmail.com,ROLE_USER
3183,15638646,Lucchese,669,France,1,43,1,160474.59,1,1,1,2,0,6,1234,ab10_15638646@gmail.com,ROLE_USER
3184,15734161,Nnonso,636,France,0,43,6,0.0,2,1,0,1,0,6,1234,905b_15734161@gmail.com,ROLE_USER
3185,15631070,Gerasimova,667,Germany,0,55,9,154393.43,1,1,1,3,1,6,1234,92a4_15631070@gmail.com,ROLE_USER
3186,15761950,Woronoff,652,Germany,1,45,9,110827.49,1,1,1,4,1,6,1234,b951_15761950@gmail.com,ROLE_USER
3187,15649668,Wilhelm,637,Germany,1,36,10,145750.45,2,1,1,2,0,6,1234,af84_15649668@gmail.com,ROLE_USER
3188,15713912,Nebechukwu,516,Spain,1,45,8,109044.3,1,0,1,3,0,6,1234,beda_15713912@gmail.com,ROLE_USER
3189,15586757,Anenechukwu,801,France,1,32,4,75170.54,1,1,1,1,0,5,1234,8953_15586757@gmail.com,ROLE_USER
3190,15596522,Meredith,692,France,1,42,2,0.0,2,1,0,3,0,6,1234,8c64_15596522@gmail.com,ROLE_USER
3191,15625395,Chinomso,585,France,1,28,6,105795.9,1,1,1,1,0,5,1234,b89b_15625395@gmail.com,ROLE_USER
3192,15760570,Stephenson,590,France,0,32,5,0.0,2,1,0,2,0,5,1234,bcd4_15760570@gmail.com,ROLE_USER
3193,15566689,Chimaoke,554,Spain,0,66,8,0.0,2,1,1,3,0,7,1234,98a1_15566689@gmail.com,ROLE_USER
3194,15725794,Winters,659,France,1,49,1,0.0,1,1,0,3,1,6,1234,932c_15725794@gmail.com,ROLE_USER
3195,15673539,Napolitani,690,France,1,26,3,118097.87,1,1,0,2,0,5,1234,8f34_15673539@gmail.com,ROLE_USER
3196,15705298,L?,697,Germany,0,29,0,172693.54,1,0,0,3,0,5,1234,9a2a_15705298@gmail.com,ROLE_USER
3197,15675791,Williams,610,France,0,36,4,129440.3,2,1,0,3,0,6,1234,a58c_15675791@gmail.com,ROLE_USER
3198,15747043,Giles,599,Spain,0,36,4,0.0,2,0,0,1,0,6,1234,a217_15747043@gmail.com,ROLE_USER
3199,15736397,Wang,544,France,0,23,1,96471.2,1,1,0,1,0,4,1234,bc09_15736397@gmail.com,ROLE_USER
3200,15678201,Robertson,548,France,1,46,1,0.0,1,1,1,3,1,6,1234,bc30_15678201@gmail.com,ROLE_USER
3201,15720745,Murray,635,Spain,0,24,4,140197.18,1,1,1,3,0,4,1234,860f_15720745@gmail.com,ROLE_USER
3202,15637593,Greco,722,France,0,20,6,0.0,2,1,0,4,0,4,1234,a707_15637593@gmail.com,ROLE_USER
3203,15598070,Marchesi,564,France,1,33,4,135946.26,1,1,0,2,0,5,1234,b624_15598070@gmail.com,ROLE_USER
3204,15787550,Chao,719,France,0,69,3,0.0,2,1,1,2,0,7,1234,a622_15787550@gmail.com,ROLE_USER
3205,15603942,Hawthorn,547,Germany,0,50,3,81290.02,3,0,1,4,1,6,1234,9927_15603942@gmail.com,ROLE_USER
3206,15733973,Bibi,850,France,1,42,8,0.0,1,1,0,1,1,6,1234,9e2c_15733973@gmail.com,ROLE_USER
3207,15596761,Hawdon,515,Germany,0,60,9,113715.36,1,1,0,1,1,6,1234,bea4_15596761@gmail.com,ROLE_USER
3208,15652400,Moss,667,Spain,0,56,2,168883.08,1,0,1,1,0,6,1234,a585_15652400@gmail.com,ROLE_USER
3209,15717893,Briggs,607,Germany,0,36,8,143421.74,1,1,0,2,0,6,1234,a9b8_15717893@gmail.com,ROLE_USER
3210,15622585,McIntyre,525,France,0,26,7,153644.39,1,1,1,2,0,5,1234,8140_15622585@gmail.com,ROLE_USER
3211,15733964,Russo,606,Spain,1,53,1,109330.06,1,1,1,2,0,6,1234,aaff_15733964@gmail.com,ROLE_USER
3212,15753861,Ballard,686,Germany,1,27,1,115095.88,2,0,0,2,0,5,1234,961d_15753861@gmail.com,ROLE_USER
3213,15747097,Hs?,611,France,0,35,10,0.0,1,1,1,1,1,5,1234,b2b7_15747097@gmail.com,ROLE_USER
3214,15594762,Pisani,827,Spain,0,46,1,183276.32,1,1,1,1,0,6,1234,81cf_15594762@gmail.com,ROLE_USER
3215,15667417,Tao,572,France,0,33,9,68193.72,1,1,0,1,0,5,1234,935b_15667417@gmail.com,ROLE_USER
3216,15684861,Thomson,726,France,1,32,8,0.0,2,0,0,4,0,5,1234,997b_15684861@gmail.com,ROLE_USER
3217,15742204,Hsu,579,Germany,0,31,6,139729.54,1,0,1,3,0,5,1234,a150_15742204@gmail.com,ROLE_USER
3218,15623502,Morrison,598,Spain,1,56,4,98365.33,1,1,1,1,0,6,1234,ba46_15623502@gmail.com,ROLE_USER
3219,15774872,Joslin,663,France,0,36,10,0.0,2,1,0,3,0,6,1234,b078_15774872@gmail.com,ROLE_USER
3220,15611191,Scott,505,Germany,1,37,10,122453.97,2,1,1,2,0,6,1234,9386_15611191@gmail.com,ROLE_USER
3221,15674331,Bidwill,576,Germany,0,30,7,132174.41,2,0,0,2,0,5,1234,845f_15674331@gmail.com,ROLE_USER
3222,15619465,Cameron,555,Spain,1,24,2,0.0,2,0,1,4,0,4,1234,9186_15619465@gmail.com,ROLE_USER
3223,15575247,Cartwright,524,France,0,30,1,0.0,2,1,0,3,0,5,1234,97eb_15575247@gmail.com,ROLE_USER
3224,15695679,Yao,776,Spain,0,39,2,104349.45,1,0,0,2,0,6,1234,8bb6_15695679@gmail.com,ROLE_USER
3225,15713463,Tate,645,Germany,1,41,2,138881.04,1,1,0,3,1,6,1234,97cc_15713463@gmail.com,ROLE_USER
3226,15785170,Neal,850,Germany,1,32,0,116968.91,1,0,0,4,0,5,1234,8938_15785170@gmail.com,ROLE_USER
3227,15796351,Yao,603,Germany,0,35,1,105346.03,2,1,1,3,0,5,1234,b0eb_15796351@gmail.com,ROLE_USER
3228,15639576,Burns,691,France,0,26,9,136623.19,1,1,0,4,0,5,1234,8270_15639576@gmail.com,ROLE_USER
3229,15693264,Onyinyechukwuka,583,France,1,29,10,0.0,2,1,1,3,0,5,1234,8ba3_15693264@gmail.com,ROLE_USER
